cell #, vertex #, lat, lon
132, 01, 32.891424, -117.277711
132, 02, 32.891424, -117.310950
132, 03, 32.855014, -117.310950
132, 04, 32.855014, -117.277711
132, 05, 32.891424, -117.277711
133, 01, 32.891424, -117.244471
133, 02, 32.891424, -117.277711
133, 03, 32.855014, -117.277711
133, 04, 32.855014, -117.244471
133, 05, 32.891424, -117.244471
134, 01, 32.927819, -117.244471
134, 02, 32.927819, -117.277711
134, 03, 32.891424, -117.277711
134, 04, 32.891424, -117.244471
134, 05, 32.927819, -117.244471
135, 01, 32.964199, -117.244471
135, 02, 32.964199, -117.277711
135, 03, 32.927819, -117.277711
135, 04, 32.927819, -117.244471
135, 05, 32.964199, -117.244471
136, 01, 32.964199, -117.277711
136, 02, 32.964199, -117.310950
136, 03, 32.927819, -117.310950
136, 04, 32.927819, -117.277711
136, 05, 32.964199, -117.277711
137, 01, 33.000565, -117.277711
137, 02, 33.000565, -117.310950
137, 03, 32.964199, -117.310950
137, 04, 32.964199, -117.277711
137, 05, 33.000565, -117.277711
138, 01, 33.036915, -117.277711
138, 02, 33.036915, -117.310950
138, 03, 33.000565, -117.310950
138, 04, 33.000565, -117.277711
138, 05, 33.036915, -117.277711
139, 01, 33.036915, -117.310950
139, 02, 33.036915, -117.344190
139, 03, 33.000565, -117.344190
139, 04, 33.000565, -117.310950
139, 05, 33.036915, -117.310950
140, 01, 33.073250, -117.310950
140, 02, 33.073250, -117.344190
140, 03, 33.036915, -117.344190
140, 04, 33.036915, -117.310950
140, 05, 33.073250, -117.310950
141, 01, 33.109571, -117.310950
141, 02, 33.109571, -117.344190
141, 03, 33.073250, -117.344190
141, 04, 33.073250, -117.310950
141, 05, 33.109571, -117.310950
142, 01, 33.109571, -117.344190
142, 02, 33.109571, -117.377429
142, 03, 33.073250, -117.377429
142, 04, 33.073250, -117.344190
142, 05, 33.109571, -117.344190
143, 01, 33.145876, -117.344190
143, 02, 33.145876, -117.377429
143, 03, 33.109571, -117.377429
143, 04, 33.109571, -117.344190
143, 05, 33.145876, -117.344190
144, 01, 33.145876, -117.377429
144, 02, 33.145876, -117.410669
144, 03, 33.109571, -117.410669
144, 04, 33.109571, -117.377429
144, 05, 33.145876, -117.377429
145, 01, 33.182166, -117.377429
145, 02, 33.182166, -117.410669
145, 03, 33.145876, -117.410669
145, 04, 33.145876, -117.377429
145, 05, 33.182166, -117.377429
146, 01, 33.218442, -117.377429
146, 02, 33.218442, -117.410669
146, 03, 33.182166, -117.410669
146, 04, 33.182166, -117.377429
146, 05, 33.218442, -117.377429
147, 01, 33.218442, -117.410669
147, 02, 33.218442, -117.443908
147, 03, 33.182166, -117.443908
147, 04, 33.182166, -117.410669
147, 05, 33.218442, -117.410669
148, 01, 33.254702, -117.410669
148, 02, 33.254702, -117.443908
148, 03, 33.218442, -117.443908
148, 04, 33.218442, -117.410669
148, 05, 33.254702, -117.410669
149, 01, 33.254702, -117.443908
149, 02, 33.254702, -117.477148
149, 03, 33.218442, -117.477148
149, 04, 33.218442, -117.443908
149, 05, 33.254702, -117.443908
150, 01, 33.290947, -117.443908
150, 02, 33.290947, -117.477148
150, 03, 33.254702, -117.477148
150, 04, 33.254702, -117.443908
150, 05, 33.290947, -117.443908
151, 01, 33.290947, -117.477148
151, 02, 33.290947, -117.510388
151, 03, 33.254702, -117.510388
151, 04, 33.254702, -117.477148
151, 05, 33.290947, -117.477148
152, 01, 33.327177, -117.477148
152, 02, 33.327177, -117.510388
152, 03, 33.290947, -117.510388
152, 04, 33.290947, -117.477148
152, 05, 33.327177, -117.477148
153, 01, 33.327177, -117.510388
153, 02, 33.327177, -117.543627
153, 03, 33.290947, -117.543627
153, 04, 33.290947, -117.510388
153, 05, 33.327177, -117.510388
154, 01, 33.327177, -117.543627
154, 02, 33.327177, -117.576867
154, 03, 33.290947, -117.576867
154, 04, 33.290947, -117.543627
154, 05, 33.327177, -117.543627
155, 01, 33.363392, -117.543627
155, 02, 33.363392, -117.576867
155, 03, 33.327177, -117.576867
155, 04, 33.327177, -117.543627
155, 05, 33.363392, -117.543627
156, 01, 33.363392, -117.576867
156, 02, 33.363392, -117.610106
156, 03, 33.327177, -117.610106
156, 04, 33.327177, -117.576867
156, 05, 33.363392, -117.576867
157, 01, 33.399593, -117.576867
157, 02, 33.399593, -117.610106
157, 03, 33.363392, -117.610106
157, 04, 33.363392, -117.576867
157, 05, 33.399593, -117.576867
158, 01, 33.399593, -117.610106
